job_id,country,city,job_title,company,skills_text,skill
UAE_002,UAE,Dubai,Project Data Analyst Intern,CAGS Management Services DMCC,"Data Cleaning, Quality Assurance, Manual Testing, Bug Reporting, Technical Documentation, Reporting, Stakeholder Communication",Stakeholder Communication
UAE_003,UAE,Dubai,Data Analyst and Visual Content Designer (UAE National),Genius HRTech Services,"Excel, Power BI, Dashboarding, Reporting, Data Visualization, Presentation Skills, Stakeholder Communication",Excel
UAE_003,UAE,Dubai,Data Analyst and Visual Content Designer (UAE National),Genius HRTech Services,"Excel, Power BI, Dashboarding, Reporting, Data Visualization, Presentation Skills, Stakeholder Communication",Power BI
UAE_003,UAE,Dubai,Data Analyst and Visual Content Designer (UAE National),Genius HRTech Services,"Excel, Power BI, Dashboarding, Reporting, Data Visualization, Presentation Skills, Stakeholder Communication",Dashboarding
UAE_003,UAE,Dubai,Data Analyst and Visual Content Designer (UAE National),Genius HRTech Services,"Excel, Power BI, Dashboarding, Reporting, Data Visualization, Presentation Skills, Stakeholder Communication",Reporting
UAE_003,UAE,Dubai,Data Analyst and Visual Content Designer (UAE National),Genius HRTech Services,"Excel, Power BI, Dashboarding, Reporting, Data Visualization, Presentation Skills, Stakeholder Communication",Data Visualization
UAE_003,UAE,Dubai,Data Analyst and Visual Content Designer (UAE National),Genius HRTech Services,"Excel, Power BI, Dashboarding, Reporting, Data Visualization, Presentation Skills, Stakeholder Communication",Presentation Skills
UAE_003,UAE,Dubai,Data Analyst and Visual Content Designer (UAE National),Genius HRTech Services,"Excel, Power BI, Dashboarding, Reporting, Data Visualization, Presentation Skills, Stakeholder Communication",Stakeholder Communication
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",SQL
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Excel
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Tableau
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Power BI
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Looker
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Python
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",R
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Data Cleaning
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Dashboarding
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Reporting
UAE_004,UAE,Dubai,Associate Data Analyst- UAE Nationals only,Delivery Hero SE,"SQL, Excel, Tableau, Power BI, Looker, Python, R, Data Cleaning, Dashboarding, Reporting, Stakeholder Communication",Stakeholder Communication
UAE_005,UAE,Dubai,Associate Data Analyst,Bayut | dubizzle,"SQL, Excel, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",SQL
UAE_005,UAE,Dubai,Associate Data Analyst,Bayut | dubizzle,"SQL, Excel, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Excel
UAE_005,UAE,Dubai,Associate Data Analyst,Bayut | dubizzle,"SQL, Excel, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Dashboarding
UAE_005,UAE,Dubai,Associate Data Analyst,Bayut | dubizzle,"SQL, Excel, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Reporting
UAE_005,UAE,Dubai,Associate Data Analyst,Bayut | dubizzle,"SQL, Excel, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Data Visualization
UAE_005,UAE,Dubai,Associate Data Analyst,Bayut | dubizzle,"SQL, Excel, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Stakeholder Communication
UAE_005,UAE,Dubai,Associate Data Analyst,Bayut | dubizzle,"SQL, Excel, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Presentation Skills
UAE_006,UAE,Dubai,Data Analyst Intern,Siemens Energy,Title is internship; LinkedIn seniority label is entry-level.,Title is internship; LinkedIn seniority label is entry-level.
UAE_007,UAE,Dubai,Data Scientist / AI Engineer Intern,FIVE Hotels and Resorts,Posting describes a 6-month internship; LinkedIn employment type appears as volunteer.,Posting describes a 6-month internship; LinkedIn employment type appears as volunteer.
UAE_008,UAE,Dubai,Associate Data Analyst,Gulf Associates,"Excel, Data Cleaning, Reporting, Stakeholder Communication",Excel
UAE_008,UAE,Dubai,Associate Data Analyst,Gulf Associates,"Excel, Data Cleaning, Reporting, Stakeholder Communication",Data Cleaning
UAE_008,UAE,Dubai,Associate Data Analyst,Gulf Associates,"Excel, Data Cleaning, Reporting, Stakeholder Communication",Reporting
UAE_008,UAE,Dubai,Associate Data Analyst,Gulf Associates,"Excel, Data Cleaning, Reporting, Stakeholder Communication",Stakeholder Communication
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Excel
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",SQL
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Python
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Power BI
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Tableau
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Data Visualization
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Dashboarding
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Reporting
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Manual Testing
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Technical Documentation
UAE_009,UAE,Dubai,Jr. AI Business Analyst,Simply Solved Accounting & Bookkeeping LLC,"Excel, SQL, Python, Power BI, Tableau, Data Visualization, Dashboarding, Reporting, Manual Testing, Technical Documentation, Stakeholder Communication",Stakeholder Communication
UAE_010,UAE,Dubai,Data Analyst – Performance Marketing,Cheil Middle East & Africa,"Excel, Power BI, Data Visualization, Dashboarding, Reporting, Stakeholder Communication, Presentation Skills",Excel
UAE_010,UAE,Dubai,Data Analyst – Performance Marketing,Cheil Middle East & Africa,"Excel, Power BI, Data Visualization, Dashboarding, Reporting, Stakeholder Communication, Presentation Skills",Power BI
UAE_010,UAE,Dubai,Data Analyst – Performance Marketing,Cheil Middle East & Africa,"Excel, Power BI, Data Visualization, Dashboarding, Reporting, Stakeholder Communication, Presentation Skills",Data Visualization
UAE_010,UAE,Dubai,Data Analyst – Performance Marketing,Cheil Middle East & Africa,"Excel, Power BI, Data Visualization, Dashboarding, Reporting, Stakeholder Communication, Presentation Skills",Dashboarding
UAE_010,UAE,Dubai,Data Analyst – Performance Marketing,Cheil Middle East & Africa,"Excel, Power BI, Data Visualization, Dashboarding, Reporting, Stakeholder Communication, Presentation Skills",Reporting
UAE_010,UAE,Dubai,Data Analyst – Performance Marketing,Cheil Middle East & Africa,"Excel, Power BI, Data Visualization, Dashboarding, Reporting, Stakeholder Communication, Presentation Skills",Stakeholder Communication
UAE_010,UAE,Dubai,Data Analyst – Performance Marketing,Cheil Middle East & Africa,"Excel, Power BI, Data Visualization, Dashboarding, Reporting, Stakeholder Communication, Presentation Skills",Presentation Skills
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",SQL
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Python
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Power BI
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Data Visualization
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Dashboarding
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Reporting
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Quality Assurance
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Technical Documentation
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Stakeholder Communication
CAN_001,Canada,Toronto,"Data and Business Intelligence Analyst, Intern (Fall 2026, 12 months)",Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Data Visualization, Dashboarding, Reporting, Quality Assurance, Technical Documentation, Stakeholder Communication, Presentation Skills",Presentation Skills
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",SQL
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Python
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Power BI
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Dashboarding
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Reporting
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Data Visualization
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Stakeholder Communication
CAN_002,Canada,Toronto,Business Analyst (Engineering) Intern (Fall 2026 / 8-12 months),Hitachi Rail Canada Inc.,"SQL, Python, Power BI, Dashboarding, Reporting, Data Visualization, Stakeholder Communication, Presentation Skills",Presentation Skills
CAN_003,Canada,Mississauga,data analyst - informatics and systems,Snappay Inc.,"SQL, Reporting, Technical Documentation, Stakeholder Communication",SQL
CAN_003,Canada,Mississauga,data analyst - informatics and systems,Snappay Inc.,"SQL, Reporting, Technical Documentation, Stakeholder Communication",Reporting
CAN_003,Canada,Mississauga,data analyst - informatics and systems,Snappay Inc.,"SQL, Reporting, Technical Documentation, Stakeholder Communication",Technical Documentation
CAN_003,Canada,Mississauga,data analyst - informatics and systems,Snappay Inc.,"SQL, Reporting, Technical Documentation, Stakeholder Communication",Stakeholder Communication
CAN_004,Canada,Mississauga,data quality analyst,Planta Greenhouses,"Reporting, Technical Documentation, Quality Assurance",Reporting
CAN_004,Canada,Mississauga,data quality analyst,Planta Greenhouses,"Reporting, Technical Documentation, Quality Assurance",Technical Documentation
CAN_004,Canada,Mississauga,data quality analyst,Planta Greenhouses,"Reporting, Technical Documentation, Quality Assurance",Quality Assurance
CAN_005,Canada,Montréal,"business analyst, informatics",IMDS Software Inc.,"SQL, Python, Quality Assurance, Manual Testing, Technical Documentation, Stakeholder Communication",SQL
CAN_005,Canada,Montréal,"business analyst, informatics",IMDS Software Inc.,"SQL, Python, Quality Assurance, Manual Testing, Technical Documentation, Stakeholder Communication",Python
CAN_005,Canada,Montréal,"business analyst, informatics",IMDS Software Inc.,"SQL, Python, Quality Assurance, Manual Testing, Technical Documentation, Stakeholder Communication",Quality Assurance
CAN_005,Canada,Montréal,"business analyst, informatics",IMDS Software Inc.,"SQL, Python, Quality Assurance, Manual Testing, Technical Documentation, Stakeholder Communication",Manual Testing
CAN_005,Canada,Montréal,"business analyst, informatics",IMDS Software Inc.,"SQL, Python, Quality Assurance, Manual Testing, Technical Documentation, Stakeholder Communication",Technical Documentation
CAN_005,Canada,Montréal,"business analyst, informatics",IMDS Software Inc.,"SQL, Python, Quality Assurance, Manual Testing, Technical Documentation, Stakeholder Communication",Stakeholder Communication
CAN_006,Canada,Toronto,Junior Data Analyst,Procom,"Excel, Power BI, Reporting, Data Cleaning, Stakeholder Communication, Presentation Skills, Technical Documentation",Excel
CAN_006,Canada,Toronto,Junior Data Analyst,Procom,"Excel, Power BI, Reporting, Data Cleaning, Stakeholder Communication, Presentation Skills, Technical Documentation",Power BI
CAN_006,Canada,Toronto,Junior Data Analyst,Procom,"Excel, Power BI, Reporting, Data Cleaning, Stakeholder Communication, Presentation Skills, Technical Documentation",Reporting
CAN_006,Canada,Toronto,Junior Data Analyst,Procom,"Excel, Power BI, Reporting, Data Cleaning, Stakeholder Communication, Presentation Skills, Technical Documentation",Data Cleaning
CAN_006,Canada,Toronto,Junior Data Analyst,Procom,"Excel, Power BI, Reporting, Data Cleaning, Stakeholder Communication, Presentation Skills, Technical Documentation",Stakeholder Communication
CAN_006,Canada,Toronto,Junior Data Analyst,Procom,"Excel, Power BI, Reporting, Data Cleaning, Stakeholder Communication, Presentation Skills, Technical Documentation",Presentation Skills
CAN_006,Canada,Toronto,Junior Data Analyst,Procom,"Excel, Power BI, Reporting, Data Cleaning, Stakeholder Communication, Presentation Skills, Technical Documentation",Technical Documentation
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",SQL
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Tableau
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Looker
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Google Cloud
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Data Cleaning
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Data Visualization
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Dashboarding
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Reporting
CAN_007,Canada,Burnaby / Oakville / Toronto,"Data Analyst Intern, Customer Success Operations (Fall/September 2026, 12 Months)",Geotab,"SQL, Tableau, Looker, Google Cloud, Data Cleaning, Data Visualization, Dashboarding, Reporting, Stakeholder Communication",Stakeholder Communication
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Python
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Power BI
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Statistics
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Quality Assurance
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Manual Testing
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Technical Documentation
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Data Cleaning
CAN_008,Canada,Calgary,September 2026 IT Analytics Coop Student,ATCO Ltd. - Common Groups,"Python, Power BI, Statistics, Quality Assurance, Manual Testing, Technical Documentation, Data Cleaning, Reporting",Reporting
CAN_009,Canada,Toronto,"Co-op or Intern, Data & Analytics (September 2026)",BDO,"SQL, Python, Azure, ETL, Stakeholder Communication, Technical Documentation, Reporting",SQL
CAN_009,Canada,Toronto,"Co-op or Intern, Data & Analytics (September 2026)",BDO,"SQL, Python, Azure, ETL, Stakeholder Communication, Technical Documentation, Reporting",Python
CAN_009,Canada,Toronto,"Co-op or Intern, Data & Analytics (September 2026)",BDO,"SQL, Python, Azure, ETL, Stakeholder Communication, Technical Documentation, Reporting",Azure
CAN_009,Canada,Toronto,"Co-op or Intern, Data & Analytics (September 2026)",BDO,"SQL, Python, Azure, ETL, Stakeholder Communication, Technical Documentation, Reporting",ETL
CAN_009,Canada,Toronto,"Co-op or Intern, Data & Analytics (September 2026)",BDO,"SQL, Python, Azure, ETL, Stakeholder Communication, Technical Documentation, Reporting",Stakeholder Communication
CAN_009,Canada,Toronto,"Co-op or Intern, Data & Analytics (September 2026)",BDO,"SQL, Python, Azure, ETL, Stakeholder Communication, Technical Documentation, Reporting",Technical Documentation
CAN_009,Canada,Toronto,"Co-op or Intern, Data & Analytics (September 2026)",BDO,"SQL, Python, Azure, ETL, Stakeholder Communication, Technical Documentation, Reporting",Reporting
CAN_010,Canada,Montréal,Data Scientist – 4-month Internship/Co-op (Fall 2026),Intact,"Python, R, Machine Learning, Statistics, Data Visualization, Stakeholder Communication, Technical Documentation",Python
CAN_010,Canada,Montréal,Data Scientist – 4-month Internship/Co-op (Fall 2026),Intact,"Python, R, Machine Learning, Statistics, Data Visualization, Stakeholder Communication, Technical Documentation",R
CAN_010,Canada,Montréal,Data Scientist – 4-month Internship/Co-op (Fall 2026),Intact,"Python, R, Machine Learning, Statistics, Data Visualization, Stakeholder Communication, Technical Documentation",Machine Learning
CAN_010,Canada,Montréal,Data Scientist – 4-month Internship/Co-op (Fall 2026),Intact,"Python, R, Machine Learning, Statistics, Data Visualization, Stakeholder Communication, Technical Documentation",Statistics
CAN_010,Canada,Montréal,Data Scientist – 4-month Internship/Co-op (Fall 2026),Intact,"Python, R, Machine Learning, Statistics, Data Visualization, Stakeholder Communication, Technical Documentation",Data Visualization
CAN_010,Canada,Montréal,Data Scientist – 4-month Internship/Co-op (Fall 2026),Intact,"Python, R, Machine Learning, Statistics, Data Visualization, Stakeholder Communication, Technical Documentation",Stakeholder Communication
CAN_010,Canada,Montréal,Data Scientist – 4-month Internship/Co-op (Fall 2026),Intact,"Python, R, Machine Learning, Statistics, Data Visualization, Stakeholder Communication, Technical Documentation",Technical Documentation
